Date,GOOG,IE00B57X3V84
2023-07-13,111.88264203679864,55.49800393754958
2023-07-14,111.87014185253975,55.54877381250117
2023-07-17,111.25807694064133,55.27373863104435
2023-07-18,110.28956515385653,55.527888606826764
2023-07-19,109.21866841780502,56.03403176558004
2023-07-20,106.55210392417393,55.75965210593108
2023-07-21,107.90355787556837,56.00651158392429
2023-07-24,109.42731664558642,56.1241942483482
2023-07-25,110.86372591228701,56.67453239976885
2023-07-26,117.2011506354338,56.57684978425141
2023-07-27,117.09520655612505,56.81341993109663
2023-07-28,121.01444594231452,57.38354927301407
2023-07-31,120.60550325399618,57.14213410138768
2023-08-01,119.78994103618788,56.80334839059469
2023-08-02,116.72888363954553,55.87360279257564
2023-08-03,117.52728362829112,55.9796694417837
2023-08-04,117.23774752805912,56.37541403014529
2023-08-07,119.78001039964147,55.92276886858599
2023-08-08,119.68394802212515,55.32048034094373
2023-08-09,118.62688279156828,55.61687714934351
2023-08-10,118.47867394634795,56.01370160472811
2023-08-11,118.39936672106342,55.24670825577141
2023-08-14,120.31747922484101,55.599251992048266
2023-08-15,119.26976233309324,55.58262276971436
2023-08-16,118.26960766940374,55.391632501914955
2023-08-17,119.8281439940738,55.039664926103114
2023-08-18,117.67221410450475,54.567285648232655
2023-08-21,118.41508931762655,54.792408033245465
2023-08-22,118.86439115352005,55.16430711490784
2023-08-23,122.67204373632558,55.814250179588726
2023-08-24,119.8917019414057,55.53210739708061
2023-08-25,120.88139010377745,55.485918247299196
2023-08-28,121.91857230088135,56.11542832518478
2023-08-29,125.01527925694973,56.58831264659648
2023-08-30,125.836507718348,56.71524963711681
2023-08-31,125.49123647970373,56.30893151251598
2023-09-01,126.00809681430474,56.62984726543846
2023-09-04,126.76438429185146,57.02559906711576
2023-09-05,126.50419261568368,56.76052878050518
2023-09-06,126.06198994995066,56.64654470839696
2023-09-07,126.85805339797935,56.503022220253115
2023-09-08,128.10466696766707,56.8760810645872
2023-09-11,128.36534878035673,56.88034685751677
2023-09-12,126.42845059214596,56.67708511010551
2023-09-13,127.72277758558994,56.764148781539916
2023-09-14,129.33590257555807,57.24681915190695
2023-09-15,129.86805483010085,57.48711730340483
2023-09-18,130.10750019276384,57.00086219947184
2023-09-19,129.68901104809265,56.585487288185504
2023-09-20,125.8532104564656,56.99281387661745
2023-09-21,123.16748052176263,55.97468321391966
2023-09-22,122.96601123523033,55.939338326179495
2023-09-25,123.9797603154766,55.604111743892645
2023-09-26,122.08000108664419,55.26523575294027
2023-09-27,124.23556659832684,55.32436694379612
2023-09-28,126.58240950687468,56.09546760521698
2023-09-29,124.68710018029014,56.033399175293425
2023-10-02,127.7929827504704,55.65893298513174
2023-10-03,127.04096153834598,55.16302428792983
2023-10-04,129.97632432248793,55.326906213706934
2023-10-05,129.28001951316037,55.25326752739602
2023-10-06,131.3901093710001,55.78558145112447
2023-10-09,131.85879998345627,55.7086817408981
2023-10-10,131.43341459218755,56.69789489509162
2023-10-11,133.46695713411918,56.5876267883757
2023-10-12,131.896455882159,56.512051220980084
2023-10-13,131.37124710807257,56.412126453736846
2023-10-16,133.37414482109307,57.01154268964547
2023-10-17,133.43336758515397,56.720893161656704
2023-10-18,131.58129419642955,56.019733945504186
2023-10-19,131.7282140153111,55.966120643165596
2023-10-20,129.0177918635036,54.815136038934725
2023-10-23,130.06957640945438,54.84436390212704
2023-10-24,131.1739864658848,54.55089049943672
2023-10-25,119.4165176262104,54.76929234211275
2023-10-26,116.68096254254806,54.09165090187912
2023-10-27,116.6739648956991,54.06334595027033
2023-10-30,118.91848531636288,54.11149424943687
2023-10-31,117.90594669045095,53.94235366055909
2023-11-01,120.44974968308406,54.68801619085093
2023-11-02,121.31219313840029,55.76150779407931
2023-11-03,122.62986833089963,56.55850219349668
2023-11-06,122.34325458185594,56.03258757299636
2023-11-07,123.34910248521464,56.05060633758876
2023-11-08,124.44581971703883,56.179343720876886
2023-11-09,122.8152426517754,56.393668478843665
2023-11-10,125.52768564042708,56.29207091933631
2023-11-13,124.87010704517525,56.6970192056242
2023-11-14,126.40465645620861,57.77985920055562
2023-11-15,125.22618849287392,57.02629551212158
2023-11-16,127.63490624529913,56.85617898395367
2023-11-17,126.02488921264012,57.1875728179657
2023-11-20,126.30684153589118,57.29791587324303
2023-11-21,126.49650946891234,57.1170220432457
2023-11-22,128.0985560680092,57.2895438001442
2023-11-23,127.59479669204666,57.72723402654265
2023-11-24,126.58986712686783,57.57673250960306
2023-11-27,126.03979637075736,57.27374808073387
2023-11-28,126.35251105293173,57.412456103063505
2023-11-29,123.7921572549767,57.15093967081066
2023-11-30,121.89856467673053,57.33710814033657
2023-12-01,122.26197433328525,58.033100123285294
2023-12-04,119.83814007128422,57.51208378682941
2023-12-05,122.01740092979253,57.908649691150686
2023-12-06,121.62752939833354,58.27496326074788
2023-12-07,128.4448109585901,58.36980700323693
2023-12-08,126.46670183938113,58.48235925513836
2023-12-11,124.9765729546607,58.73709642688209
2023-12-12,123.98374379984307,59.062391304834364
2023-12-13,123.92055921054089,59.04430844799958
2023-12-14,122.21844629732277,59.45179459648898
2023-12-15,121.60515512631537,58.916083505165716
2023-12-18,125.77396778546972,59.34689053961483
2023-12-19,126.27719742908539,59.6677282897831
2023-12-20,127.03821340652212,59.46610263739785
2023-12-21,129.4012339330311,59.50733974685818
2023-12-22,129.52513919939338,59.2121572731985
2023-12-25,129.33093912483992,59.28556311233251
2023-12-26,129.4504191509559,59.502553163050834
2023-12-27,127.93541244592052,59.56255283248902
2023-12-28,127.03569895684268,59.3006756156683
2023-12-29,127.1841129146469,59.59871499804103
